Order_ID,Order_Date,Order_Quantity,Garment_Type,Fabric_Type,Fabric_Width_inches,Fabric_Width_cm,Pattern_Complexity,Marker_Efficiency_%,Expected_Defect_Rate_%,Operator_Experience_Years,Season,Supplier_ID,Production_Line,Fabric_GSM,Base_Consumption_Per_Unit_m,Planned_BOM_m,Actual_Consumption_m,Planned_BOM_yards,Actual_Consumption_yards,Base_Consumption_Per_Unit_yards,Planned_BOM,Actual_Consumption,Base_Consumption_Per_Unit,Measurement_Unit,Variance_m,Variance_yards,Variance_%,season_encoded,Order_Size_Category,Fabric_Cost_Per_m,Fabric_Cost_Per_yard,Planned_Cost_USD,Actual_Cost_USD,Waste_Cost_USD,Savings_Potential_USD,Efficiency_x_Experience,Defect_x_Complexity,Order_Value_USD
ORD_000015,2023-01-03,4436,Pants,Denim,63,160.02,Medium,82.16880854732513,0.4743623008180789,8,Fall,SUP_1,Line_D,197.8107529623259,2.8746406699162597,13389.501312335955,13420.376684584107,14642.936692775902,14676.702410456444,3.1437452644544424,13389.501312335955,13420.376684584107,2.8746406699162597,meters,30.875372248152416,33.765717680542366,0.23059389239318764,0,XLarge,9.5,10.38932633385,127200.26246719157,127493.57850354903,293.31603635744796,293.31603635744796,657.350468378601,0.5455166459407906,121143.10711161101
ORD_000016,2023-01-04,4556,Jacket,Silk,55,139.7,Simple,87.61594492894046,0.7218334921057419,13,Spring,SUP_3,Line_A,205.64216710583662,4.008589835361489,19176.29205440229,18109.413258996767,20971.44800277897,19804.695164449207,4.383847151381532,19176.29205440229,18109.413258996767,4.008589835361489,meters,-1066.8787954055224,-1166.7528383297613,-5.563530177673737,1,XLarge,25.0,27.3403324575,479407.3013600572,452735.33147491916,0.0,26671.96988513806,1139.0072840762261,0.7218334921057419,456578.3822476736
ORD_000017,2023-01-04,1962,Shirt,Cotton-Blend,63,160.02,Medium,85.68496329840228,0.3104853877503084,5,Spring,SUP_10,Line_C,119.35228987663328,2.0697412823397072,4263.874015748031,4302.178924562429,4663.02932589787,4704.920083567465,2.2634965904071986,4263.874015748031,4302.178924562429,2.0697412823397072,meters,38.304908814398004,41.89075766959468,0.8983593012580603,1,Large,7.0,7.6552930881,29847.118110236213,30115.252471937,268.13436170078603,268.13436170078603,428.4248164920114,0.3570581959128546,28425.826771653537
ORD_000018,2023-01-04,3755,Dress,Denim,55,139.7,Medium,79.309485405001,0.19249702227141524,10,Spring,SUP_2,Line_D,159.3861339466774,3.9513242662848964,15579.083750894777,15648.557066616178,17037.493165307973,17113.47010725789,4.321220763504653,15579.083750894777,15648.557066616178,3.9513242662848964,meters,69.47331572140138,75.97694194991709,0.44593967676315505,1,XLarge,9.5,10.38932633385,148001.29563350038,148661.2921328537,659.9964993533131,659.9964993533131,793.09485405001,0.2213715756121275,140953.61488904798
ORD_000019,2023-01-04,3804,Dress,Cotton-Blend,59,149.86,Complex,83.6877215062976,0.24674126172500346,16,Summer,SUP_7,Line_A,177.23864971730714,4.3240357667156015,17271.063659415457,16860.590980755802,18887.864893722606,18438.966513751584,4.728823016805018,17271.063659415457,16860.590980755802,4.3240357667156015,meters,-410.4726786596548,-448.8983799710222,-2.376649676905582,2,XLarge,7.0,7.6552930881,120897.44561590819,118024.13686529061,0.0,2873.3087506175834,1339.0035441007617,0.3331007033287547,115140.42439610304
ORD_000020,2023-01-04,3441,Jacket,Cotton,59,149.86,Simple,84.66841190607379,1.074360951836883,14,Winter,SUP_9,Line_B,198.36277278271544,3.7368210329640994,13501.32123315094,13721.709333805564,14765.224445194022,15006.243802856998,4.086637175016682,13501.32123315094,13721.709333805564,3.7368210329640994,meters,220.38810065462349,241.01935766297538,1.632344693151111,3,XLarge,8.5,9.29571303555,114761.23048178299,116634.5293373473,1873.2988555642996,1873.2988555642996,1185.357766685033,1.074360951836883,109296.40998265047
ORD_000021,2023-01-05,1013,Shirt,Denim,71,180.34,Simple,82.95816853188609,0.09595827208536159,3,Spring,SUP_9,Line_B,167.10633538439572,1.596983475657092,1698.631473882666,1767.1753578626628,1857.6459687490126,1932.6064717866695,1.7464823661439501,1698.631473882666,1767.1753578626628,1.596983475657092,meters,68.54388397999696,74.96050303765696,4.035241606781371,1,Medium,9.5,10.38932633385,16136.999001885326,16788.165899695297,651.1668978099711,651.1668978099711,248.87450559565826,0.09595827208536159,15368.570477986024
ORD_000022,2023-01-05,342,Shirt,Polyester,71,180.34,Medium,90.9269423781685,3.8833938389507603,18,Summer,SUP_4,Line_C,159.19645245065158,1.8365309970056556,659.498281024731,661.547765194333,721.2360903346364,723.4774334771685,2.0084547210655423,659.498281024731,661.547765194333,1.8365309970056556,meters,2.0494841696020103,2.2413431425320596,0.3107641412525767,2,Small,6.2,6.78040244946,4088.8893423533323,4101.596144204865,12.706801851532465,12.706801851532465,1636.6849628070331,4.465902914793374,3894.1803260507922
ORD_000023,2023-01-05,1801,Pants,Denim,59,149.86,Simple,86.91935614760887,3.9763017111304655,19,Spring,SUP_7,Line_D,198.17923124200706,2.6691578806886422,5047.5110102762565,5251.148719049335,5520.025164153782,5742.726070503363,2.9190265535833437,5047.5110102762565,5251.148719049335,2.6691578806886422,meters,203.63770877307888,222.7009063495816,4.034418317433914,1,Large,9.5,10.38932633385,47951.354597624435,49885.912830968686,1934.5582333442494,1934.5582333442494,1651.4677668045686,3.9763017111304655,45667.95675964232
ORD_000024,2023-01-05,743,Pants,Polyester,63,160.02,Complex,90.49269967155459,0.10601076310460181,10,Summer,SUP_5,Line_D,168.29194066714604,3.3745781777277837,2632.6771653543306,2521.1554871499334,2879.130758162244,2757.169167829182,3.690483571316085,2632.6771653543306,2521.1554871499334,3.3745781777277837,meters,-111.52167820439718,-121.9615903330623,-4.236055968882441,2,Medium,6.2,6.78040244946,16322.59842519685,15631.164020329586,0.0,691.4344048672625,904.9269967155459,0.14311453019121245,15545.33183352081
ORD_000025,2023-01-05,1532,Pants,Denim,63,160.02,Simple,86.05370104660864,1.9826536650368087,7,Fall,SUP_2,Line_D,193.55136626371743,2.4996875390576174,4020.9973753280838,3981.5412704529376,4397.416202088189,4354.266481097609,2.733691534308211,4020.9973753280838,3981.5412704529376,2.4996875390576174,meters,-39.45610487514614,-43.149720990579226,-0.9812516943492611,0,Large,9.5,10.38932633385,38199.475065616796,37824.64206930291,0.0,374.8329963138883,602.3759073262604,1.9826536650368087,36380.45244344456
ORD_000026,2023-01-06,3228,Dress,Cotton-Blend,63,160.02,Medium,85.3255513457003,1.8483358785596928,11,Summer,SUP_3,Line_B,152.21210862563524,3.449568803899512,11691.968503937007,10768.845893571664,12786.492239210267,11776.953076553318,3.7724943173453314,11691.968503937007,10768.845893571664,3.449568803899512,meters,-923.1226103653426,-1009.539162656949,-7.8953566292494015,2,XLarge,7.0,7.6552930881,81843.77952755905,75381.92125500165,0.0,6461.858272557398,938.5810648027034,2.1255862603436464,77946.45669291337
ORD_000027,2023-01-06,2985,Dress,Cotton-Blend,63,160.02,Complex,81.253608729559,1.2988943801225052,17,Fall,SUP_8,Line_C,146.19167451909004,4.04949381327334,12692.125984251967,12714.976457738565,13880.277760076928,13905.267341754323,4.428580285579302,12692.125984251967,12714.976457738565,4.04949381327334,meters,22.850473486598275,24.98958167739511,0.1800366110055203,0,Large,7.0,7.6552930881,88844.88188976377,89004.83520416995,159.95331440618793,159.95331440618793,1381.311348402503,1.7535074131653823,84614.17322834644
ORD_000028,2023-01-06,1126,Shirt,Polyester,71,180.34,Simple,85.04771813278627,0.45938576863150976,10,Winter,SUP_7,Line_A,198.88172893925992,1.596983475657092,1888.11356326938,1893.9879354155355,2064.866101491992,2071.2903929901913,1.7464823661439501,1888.11356326938,1893.9879354155355,1.596983475657092,meters,5.874372146155565,6.424291498199182,0.3111238783743359,3,Medium,6.2,6.78040244946,11706.304092270157,11742.72519957632,36.42110730616451,36.42110730616451,850.4771813278627,0.45938576863150976,11148.86104025729
ORD_000029,2023-01-06,186,Dress,Denim,71,180.34,Simple,85.05221570270176,1.3043952546446627,1,Winter,SUP_6,Line_B,186.31299775793036,2.6616391260951535,519.8181213263836,557.5764628156311,568.4800101798559,609.7730345542496,2.9108039435732502,519.8181213263836,557.5764628156311,2.6616391260951535,meters,37.75834148924753,41.29302437439378,7.2637601384311505,3,Small,9.5,10.38932633385,4938.2721526006435,5296.976396748495,358.7042441478515,358.7042441478515,85.05221570270176,1.3043952546446627,4703.116335810137
ORD_000030,2023-01-06,1205,Shirt,Cotton,71,180.34,Complex,79.53154446386307,3.079299341214314,2,Fall,SUP_8,Line_A,203.06139333090516,2.1559276921370745,2727.7875124764337,2802.809968853546,2983.144698580905,3065.1902545460466,2.357751194294333,2727.7875124764337,2802.809968853546,2.1559276921370745,meters,75.02245637711212,82.04555596514183,2.7503042679817336,0,Medium,8.5,9.29571303555,23186.193856049686,23823.88473525514,637.690879205453,637.690879205453,159.06308892772614,4.157054110639324,22082.089386713986
ORD_000031,2023-01-07,2328,Pants,Cotton-Blend,55,139.7,Medium,82.84189012091842,0.551539193905167,17,Fall,SUP_7,Line_A,166.68517497696396,3.2927702219040804,8048.847530422335,7906.161098171391,8802.326695258978,8646.282915462365,3.6010173029205443,8048.847530422335,7906.161098171391,3.2927702219040804,meters,-142.68643225094365,-156.0437797966133,-1.7727560586982156,0,Large,7.0,7.6552930881,56341.932712956346,55343.12768719974,0.0,998.8050257566056,1408.3121320556131,0.6342700729909421,53658.983536148895
ORD_000032,2023-01-07,3918,T-Shirt,Polyester,59,149.86,Simple,83.70686960593456,2.5147863730999025,16,Winter,SUP_4,Line_D,160.12236743800636,1.2811957827305482,5270.711330575203,5387.429712579163,5764.120002617529,5891.764777333119,1.4011327457200051,5270.711330575203,5387.429712579163,1.2811957827305482,meters,116.71838200395996,127.64477471558985,2.214471153578093,3,XLarge,6.2,6.78040244946,32678.41024956626,33402.06421799081,723.6539684245517,723.6539684245517,1339.309913694953,2.5147863730999025,31122.295475777388
ORD_000033,2023-01-07,1889,Shirt,Cotton-Blend,59,149.86,Simple,86.65391817622289,0.9982164120799174,16,Winter,SUP_3,Line_D,214.01797218852278,1.9217936740958226,3811.7816628853598,3742.475525135779,4168.615116747517,4092.8210028507638,2.1016991185800076,3811.7816628853598,3742.475525135779,1.9217936740958226,meters,-69.30613774958056,-75.79411389675352,-1.8182084882878287,3,Large,7.0,7.6552930881,26682.471640197517,26197.328675950455,0.0,485.1429642470639,1386.4626908195662,0.9982164120799174,25411.87775256906
ORD_000034,2023-01-07,1501,Jacket,Polyester,63,160.02,Complex,86.84540044794282,3.56411170596838,3,Summer,SUP_10,Line_C,141.92603090013824,4.724409448818897,7445.905511811023,7688.564398102154,8142.941285601802,8408.316270600451,5.166676999842519,7445.905511811023,7688.564398102154,4.724409448818897,meters,242.65888629113124,265.3749849986498,3.2589573679952704,2,Large,6.2,6.78040244946,46164.61417322834,47669.09926823335,1504.4850950050138,1504.4850950050138,260.53620134382845,4.811550803057313,43966.299212598424
ORD_000035,2023-01-07,2802,Pants,Silk,63,160.02,Complex,82.67472607213918,1.536292003913051,4,Spring,SUP_10,Line_A,211.28651772951562,3.3745781777277837,9928.346456692912,10053.613744030714,10857.771715169054,10994.765686443641,3.690483571316085,9928.346456692912,10053.613744030714,3.3745781777277837,meters,125.26728733780146,136.99397127458724,1.261713497652533,1,Large,25.0,27.3403324575,248208.66141732282,251340.34360076784,3131.6821834450366,3131.6821834450366,330.6989042885567,2.073994205282619,236389.20134983124
ORD_000036,2023-01-08,450,Dress,Polyester,63,160.02,Medium,86.87547841016755,2.791740471741379,8,Spring,SUP_1,Line_A,213.0126176870596,3.449568803899512,1629.9212598425195,1698.618951116868,1782.503564945669,1857.6322736858044,3.7724943173453314,1629.9212598425195,1698.618951116868,3.449568803899512,meters,68.69769127434847,75.12870874013538,4.214785889778868,1,Small,6.2,6.78040244946,10105.511811023622,10531.437496924582,425.92568590096056,425.92568590096056,695.0038272813404,3.210501542502586,9624.296962879638
ORD_000037,2023-01-08,1204,T-Shirt,Cotton,59,149.86,Medium,84.27168428260593,4.855279391795603,5,Winter,SUP_8,Line_A,201.50223785665187,1.4733751501401304,1862.640864807153,2026.3830716418352,2037.008819710115,2216.0794745975127,1.6113026575780056,1862.640864807153,2026.3830716418352,1.4733751501401304,meters,163.74220683468207,179.07065488739772,8.790863012212231,3,Medium,8.5,9.29571303555,15832.4473508608,17224.2561089556,1391.8087580947977,1391.8087580947977,421.35842141302965,5.583571300564944,15078.521286534095
ORD_000038,2023-01-08,278,Dress,Cotton,59,149.86,Complex,73.52151990058017,0.9083596530205329,8,Fall,SUP_2,Line_C,162.8048120747388,4.3240357667156015,1262.186040304284,1386.0412698142693,1380.3434386053848,1515.7931646615032,4.728823016805018,1262.186040304284,1386.0412698142693,4.3240357667156015,meters,123.85522950998529,135.44972605611838,9.812755454031693,0,Small,8.5,9.29571303555,10728.581342586414,11781.350793421288,1052.769450834875,1052.769450834875,588.1721592046414,1.2262855315777195,10217.696516748967
ORD_000039,2023-01-08,2676,Shirt,Silk,59,149.86,Simple,83.06119187219383,1.8088224932300003,12,Summer,SUP_9,Line_A,159.586904081866,1.9217936740958226,5399.855865474442,5386.069105768818,5905.354183386105,5890.276799631569,2.1016991185800076,5399.855865474442,5386.069105768818,1.9217936740958226,meters,-13.786759705623808,-15.07738375453664,-0.25531717973758317,2,Large,25.0,27.3403324575,134996.39663686106,134651.72764422046,0.0,344.6689926405952,996.734302466326,1.8088224932300003,128567.99679701054
ORD_000040,2023-01-08,2272,Dress,Polyester,71,180.34,Simple,89.31595456056951,5.680946943837432,6,Summer,SUP_6,Line_B,174.748605675045,2.6616391260951535,6349.606299212599,6372.782430469214,6944.013887788347,6969.359613133727,2.9108039435732502,6349.606299212599,6372.782430469214,2.6616391260951535,meters,23.176131256615008,25.345725345379833,0.3650010750979794,2,Large,6.2,6.78040244946,39367.559055118116,39511.25106890913,143.69201379101307,143.69201379101307,535.8957273634171,5.680946943837432,37492.91338582677
ORD_000041,2023-01-09,2955,Jacket,Polyester,59,149.86,Complex,78.27277697348929,8.927673733858704,3,Summer,SUP_7,Line_D,147.624008079215,5.0447083945015345,15652.468971039638,17039.952409706548,17117.748217957065,18635.118557654212,5.516960186272521,15652.468971039638,17039.952409706548,5.0447083945015345,meters,1387.48343866691,1517.3703396971468,8.864310424342934,2,Large,6.2,6.78040244946,97045.30762044576,105647.7049401806,8602.397319734842,8602.397319734842,234.81833092046787,12.05235954070925,92424.10249566262
ORD_000042,2023-01-09,3124,Pants,Silk,55,139.7,Simple,85.45076480166216,1.328394869771639,9,Winter,SUP_8,Line_D,155.95765003116009,2.8632784538296354,9392.12598425197,9583.496956498237,10271.353875686931,10480.639715844049,3.1313193938439516,9392.12598425197,9583.496956498237,2.8632784538296354,meters,191.37097224626632,209.2858401571175,2.037568198799113,3,XLarge,25.0,27.3403324575,234803.14960629927,239587.4239124559,4784.274306156658,4784.274306156658,769.0568832149595,1.328394869771639,223622.04724409452
ORD_000043,2023-01-09,2036,T-Shirt,Polyester,71,180.34,Complex,91.34104485674115,4.597624639533995,15,Fall,SUP_7,Line_D,196.11835728772616,1.437285128091383,3072.6281468337584,3024.868530732154,3360.267002108283,3308.0364508178654,1.5718341295295553,3072.6281468337584,3024.868530732154,1.437285128091383,meters,-47.75961610160448,-52.23055129041768,-1.554357176309121,0,Large,6.2,6.78040244946,19050.294510369302,18754.184890539356,0.0,296.1096198299478,1370.1156728511173,6.206793263370894,18143.13762892315
ORD_000044,2023-01-09,4358,Pants,Polyester,55,139.7,Medium,81.95754818795808,0.7331250333411283,13,Winter,SUP_3,Line_B,196.23372785560392,3.2927702219040804,15067.387258410883,15047.47224534834,16477.89507643412,16456.115753313105,3.6010173029205443,15067.387258410883,15047.47224534834,3.2927702219040804,meters,-19.91501306254395,-21.779323121016205,-0.13217296881665422,3,XLarge,6.2,6.78040244946,93417.80100214748,93294.32792115971,0.0,123.47308098777249,1065.448126443455,0.8430937883422975,88969.3342877595
ORD_000045,2023-01-09,4600,T-Shirt,Polyester,63,160.02,Complex,85.00859632171074,0.8253321603223721,7,Summer,SUP_9,Line_C,153.7606293366261,1.6197975253093362,7823.622047244094,7547.833672018558,8556.017111739211,8254.411277076015,1.7714321142317209,7823.622047244094,7547.833672018558,1.6197975253093362,meters,-275.7883752255357,-301.6058346631962,-3.525072831485813,2,XLarge,6.2,6.78040244946,48506.45669291338,46796.56876651506,0.0,1709.8879263983213,595.0601742519752,1.1141984164352023,46196.62542182227
ORD_000046,2023-01-10,643,Pants,Polyester,71,180.34,Simple,79.78393497108831,4.444862757831205,7,Summer,SUP_6,Line_A,196.90304838250188,2.2180326050792947,1497.5047133192859,1596.1647410309822,1637.6910687529,1745.5869870690578,2.425669952977709,1497.5047133192859,1596.1647410309822,2.2180326050792947,meters,98.66002771169633,107.8959183161578,6.588294970572211,2,Medium,6.2,6.78040244946,9284.529222579573,9896.22139439209,611.6921718125172,611.6921718125172,558.4875447976182,4.444862757831205,8842.408783409115
ORD_000047,2023-01-10,4609,T-Shirt,Silk,59,149.86,Complex,91.50892456665429,1.597126676508361,12,Spring,SUP_6,Line_D,191.35758264349516,1.7296143066862402,8370.381956492725,7912.299367370838,9153.961019470817,8652.995808287425,1.8915292067220069,8370.381956492725,7912.299367370838,1.7296143066862402,meters,-458.0825891218874,-500.96521118339115,-5.472660524966398,1,XLarge,25.0,27.3403324575,209259.54891231813,197807.48418427096,0.0,11452.064728047186,1098.1070947998514,2.1561210132862874,199294.808487922
ORD_000048,2023-01-10,1063,Dress,Cotton-Blend,59,149.86,Simple,84.66666949201354,2.869757478982946,4,Winter,SUP_4,Line_A,217.74715636442758,3.202989456826371,3575.016682236754,3639.7185182068583,3909.6857853384595,3980.444573579791,3.502831864300013,3575.016682236754,3639.7185182068583,3.202989456826371,meters,64.70183597010418,70.75878824133133,1.8098331202645652,3,Medium,7.0,7.6552930881,25025.11677565728,25478.02962744801,452.9128517907293,452.9128517907293,338.66667796805416,2.869757478982946,23833.44454824503
ORD_000049,2023-01-10,1317,Shirt,Denim,59,149.86,Simple,85.18650737117608,0.7429370812477525,17,Fall,SUP_1,Line_C,194.22841104668805,1.9217936740958226,2657.5523822234086,2682.2994218111135,2906.334626128364,2933.398317715035,2.1016991185800076,2657.5523822234086,2682.2994218111135,1.9217936740958226,meters,24.747039587704876,27.063691586670757,0.9311966813237588,0,Medium,9.5,10.38932633385,25246.74763112238,25481.844507205577,235.09687608319632,235.09687608319632,1448.1706253099933,0.7429370812477525,24044.521553449886
ORD_000050,2023-01-10,2696,Shirt,Silk,55,139.7,Complex,90.4172018620225,2.6346641190395745,18,Fall,SUP_6,Line_C,206.46452634335947,2.783106657122406,7878.418324982107,7879.628955653312,8615.943049770844,8617.267011572203,3.0436424508163213,7878.418324982107,7879.628955653312,2.783106657122406,meters,1.2106306712048536,1.3239618013594736,0.01536641774105849,0,Large,25.0,27.3403324575,196960.45812455268,196990.7238913328,30.26576678012134,30.26576678012134,1627.5096335164048,3.5567965607034258,187581.38869005017
ORD_000051,2023-01-11,244,T-Shirt,Cotton,55,139.7,Medium,87.64591357858193,3.0879875613085033,1,Summer,SUP_4,Line_D,191.92693977325527,1.5805297065139585,404.93171080887623,407.1260594875566,442.83870384395686,445.23847274006874,1.7284883054018612,404.93171080887623,407.1260594875566,1.5805297065139585,meters,2.194348678680342,2.3997688961118797,0.5419058621753762,2,Small,8.5,9.29571303555,3441.919541875448,3460.571505644231,18.651963768782906,18.651963768782906,87.64591357858193,3.5511856955047785,3278.01861130995
