Order_ID,Order_Date,Order_Quantity,Garment_Type,Fabric_Type,Fabric_Width_inches,Pattern_Complexity,Season,Supplier_ID,Production_Line,Operator_Experience_Years,Fabric_GSM,Marker_Efficiency_%,Expected_Defect_Rate_%,Fabric_Width_cm,Base_Consumption_Per_Unit_yards,Planned_BOM_yards,Actual_Consumption_yards,Variance_yards,Variance_%,Measurement_Unit,Order_Size_Category,Fabric_Cost_Per_yard,Planned_Cost_USD,Actual_Cost_USD,Waste_Cost_USD,Savings_Potential_USD,Efficiency_x_Experience,Defect_x_Complexity,Order_Value_USD,Garment_Type_Encoded,Fabric_Type_Encoded,Complexity_Encoded,Season_Encoded
ORD_000011,2022-01-03,869,Jacket,Denim,71,Medium,Spring,SUP_5,Line_B,1,187.94848781727796,90.28037786573401,1.6730390206669479,180.34,3.9053286242941105,3563.417103237162,3533.683536318264,-29.73356691889785,-0.8344116351657681,yards,Medium,8.68680000029952,30954.691693467892,30696.402144347907,0.0,258.28954911998767,90.28037786573401,1.9239948737669899,29480.6587556837,1,2,1,1
ORD_000012,2022-01-03,2491,Jacket,Denim,63,Simple,Summer,SUP_9,Line_B,8,180.98148100355778,88.92075675953025,0.003538997661666406,160.02,3.8271681480314954,10010.149649583778,9543.50488376259,-466.6447658211873,-4.661716179643632,yards,Large,8.68680000029952,86956.16797900261,82902.51822712735,0.0,4053.6497518752594,711.366054076242,0.003538997661666406,82815.39807524056,1,2,2,2
ORD_000013,2022-01-03,2533,Dress,Cotton-Blend,59,Simple,Spring,SUP_10,Line_D,17,224.34662733460465,83.22847522760753,0.5851080615788419,149.86,3.502831864300013,9316.30676788553,8824.113234485969,-492.1935333995607,-5.2831400431790545,yards,Large,6.400800000220699,59631.8163619378,56481.38399324527,0.0,3150.432368692535,1414.884078869328,0.5851080615788419,56792.20605898838,0,1,2,1
ORD_000014,2022-01-03,1284,Pants,Cotton,63,Complex,Summer,SUP_9,Line_D,11,149.7912217061246,81.67667854433137,0.5998831269721681,160.02,3.690483571316085,4975.509950848346,5006.937265696841,31.42731484849446,0.6316400762727038,yards,Medium,7.772400000267992,38671.65354330708,38915.91920524395,244.26566193686062,244.26566193686062,898.443463987645,0.8098422214124269,36830.146231721024,2,0,0,2
ORD_000015,2022-01-03,4655,T-Shirt,Silk,63,Simple,Fall,SUP_2,Line_C,7,224.7001113091483,80.39194108724132,2.678725641413543,160.02,1.3121719364679414,6413.5683824711805,6488.485111835366,74.91672936418581,1.168097459893614,yards,XLarge,22.86000000078821,146614.17322834642,148326.76966167078,1712.5964333243378,1712.5964333243378,562.7435876106892,2.678725641413543,139632.5459317585,4,4,2,0
ORD_000016,2022-01-04,3485,T-Shirt,Cotton,59,Complex,Summer,SUP_9,Line_D,9,219.90433516147755,88.8444314561956,1.3688749945953802,149.86,1.8915292067220069,6921.578249697503,6511.924746863492,-409.6535028340113,-5.918498470372917,yards,XLarge,7.772400000267992,53797.27478980381,50613.28390426695,0.0,3183.9908855368535,799.5998831057603,1.8479812427037634,51235.49979981315,4,0,0,2
ORD_000017,2022-01-04,4217,Dress,Denim,59,Medium,Winter,SUP_3,Line_D,14,160.785410593917,82.70166338569607,0.024331104332070627,149.86,4.0282566439450145,17836.516180891937,17211.8884031992,-624.6277776927382,-3.5019606483574135,yards,XLarge,8.68680000029952,154942.24876551447,149516.2321860661,0.0,5426.016579448366,1157.823287399745,0.027980769981881218,147564.0464433471,0,2,1,3
ORD_000018,2022-01-04,4943,Dress,Cotton-Blend,59,Medium,Summer,SUP_3,Line_C,5,192.6172823133922,89.25589517216625,0.9533989975976183,149.86,4.0282566439450145,20907.25622057122,20138.918720403217,-768.3375001680033,-3.6749800742003393,yards,XLarge,6.400800000220699,133823.16562124647,128905.19095000156,0.0,4917.974671244927,446.2794758608312,1.0964088472372608,127450.63392499664,0,1,1,2
ORD_000019,2022-01-04,3004,Pants,Polyester,59,Medium,Fall,SUP_9,Line_C,18,196.43342627931366,80.72561778325631,2.070042103155405,149.86,3.3568805366208454,10588.27258860947,10309.713607948557,-278.5589806609132,-2.6308255509078804,yards,XLarge,5.669280000195477,60027.88202322166,58448.65316528591,0.0,1579.228857935754,1453.0611200986136,2.380548418628716,57169.411450687294,2,3,1,0
ORD_000020,2022-01-04,574,Pants,Cotton,59,Complex,Summer,SUP_7,Line_A,13,269.3593856083726,83.95697417894235,2.0250909670811885,149.86,3.9406858473375146,2375.05136019032,2454.493729396236,79.4423692059163,3.344869527349941,yards,Medium,7.772400000267992,18459.84919257974,19077.30706301709,617.4578704373537,617.4578704373537,1091.4406643262505,2.7338728055596047,17580.808754837846,2,0,0,2
ORD_000021,2022-01-05,1182,Jacket,Denim,59,Simple,Summer,SUP_8,Line_C,5,156.5780187219268,82.72225440545807,0.11079015719196572,149.86,4.086637175016682,5071.9253979132045,5052.948161860691,-18.977236052513945,-0.37416236564366556,yards,Medium,8.68680000029952,44058.80154811157,43893.95009396491,0.0,164.8514541466622,413.6112720272904,0.11079015719196572,41960.76337915387,1,2,2,2
ORD_000022,2022-01-05,2658,Shirt,Silk,55,Medium,Fall,SUP_7,Line_D,8,122.23524311363397,81.42660849238767,5.2876996972796855,139.7,2.592732458102792,7236.057017319083,7209.752415887685,-26.304601431397714,-0.3635212017876473,yards,Large,22.86000000078821,165416.26342161777,164814.9402328753,0.0,601.3231887424853,651.4128679391014,6.080854651871638,157539.29849677882,3,4,1,0
ORD_000023,2022-01-05,2147,Pants,Cotton-Blend,63,Complex,Spring,SUP_9,Line_B,15,119.69616804656344,76.27414776702497,0.5673563807186179,160.02,3.690483571316085,8319.641638996416,8534.34747171802,214.70583272160366,2.5807101079356496,yards,Large,6.400800000220699,53252.3622047244,54626.651298856224,1374.289094131826,1374.289094131826,1144.1122165053746,0.7659311139701342,50716.53543307086,2,1,0,1
ORD_000024,2022-01-05,2847,Dress,Polyester,63,Complex,Spring,SUP_8,Line_C,4,186.33490604287596,78.38083500101375,4.442491635928538,160.02,4.428580285579302,13238.576476696486,13832.170281148072,593.593804451586,4.483818977791709,yards,Large,5.669280000195477,75053.1968503937,78418.44633421101,3365.2494838173216,3365.2494838173216,313.523340004055,5.997363708503526,71479.23509561304,0,3,0,1
ORD_000025,2022-01-05,1075,Pants,Cotton,59,Medium,Winter,SUP_4,Line_A,1,210.74257834980315,90.64088063022785,0.4801075683536118,149.86,3.3568805366208454,3789.078905710779,4016.910091650689,227.83118593991003,6.012838254609322,yards,Medium,7.772400000267992,29450.2368877619,31221.031997422317,1770.7951096604136,1770.7951096604136,90.64088063022785,0.5521237036066535,28047.844655011337,2,0,1,3
ORD_000026,2022-01-06,1906,T-Shirt,Silk,71,Medium,Winter,SUP_2,Line_D,6,153.3127875856697,80.81895031650555,1.677966373161631,180.34,1.3389698140436948,2679.680288845647,2836.4382323564805,156.75794351083368,5.8498748587042035,yards,Large,22.86000000078821,61257.49140512364,64840.97799390486,3583.4865887812166,3583.4865887812166,484.9137018990333,1.9296613291358755,58340.46800487965,4,4,1,3
ORD_000027,2022-01-06,289,Shirt,Polyester,59,Medium,Summer,SUP_5,Line_A,19,174.26246964998586,88.34925984829013,1.0420223356538962,149.86,2.4169539863670084,733.4246871630687,707.2054120634356,-26.219275099633137,-3.5749103566517357,yards,Small,5.669280000195477,4157.98991058321,4009.3454986412366,0.0,148.64441194197343,1678.6359371175124,1.1983256860019806,3959.990391031629,3,3,1,2
ORD_000028,2022-01-06,2834,Jacket,Denim,55,Simple,Spring,SUP_2,Line_A,12,166.71481395059098,85.07570678312291,1.7414366360701725,139.7,4.383847151381532,13045.013968366025,12696.483592369299,-348.53037599672643,-2.6717516504153056,yards,Large,8.68680000029952,113319.42734430924,110291.81367399648,0.0,3027.613670312755,1020.9084813974749,1.7414366360701725,107923.26413743736,1,2,2,1
ORD_000029,2022-01-06,3105,T-Shirt,Denim,71,Simple,Spring,SUP_4,Line_D,7,145.7087186102626,83.27722204916496,1.3777638361430142,180.34,1.1643215774293,3795.979422813876,3809.9764346466277,13.997011832751468,0.368732552885542,yards,XLarge,8.68680000029952,32974.914051236556,33096.50329362949,121.58924239293785,121.58924239293785,582.9405543441547,1.3777638361430142,31404.680048796712,4,2,2,1
ORD_000030,2022-01-06,4758,T-Shirt,Silk,55,Complex,Summer,SUP_2,Line_A,13,198.0991171547722,82.88030771608679,0.00409881891873838,139.7,2.029094967210881,10137.15554668884,9193.804488457357,-943.351058231483,-9.305875340342542,yards,XLarge,22.86000000078821,231735.3758052971,210170.37061338185,0.0,21565.00519191526,1077.4440003091283,0.005533405540296813,220700.35790980674,4,4,0,2
ORD_000031,2022-01-07,1999,Shirt,Denim,71,Medium,Fall,SUP_5,Line_D,7,127.59892818186522,84.58952550673592,0.8656696544107501,180.34,2.0084547210655423,4215.64603678052,4236.556228653688,20.910191873167605,0.49601393690862794,yards,Large,8.68680000029952,36620.47399356769,36802.11664833779,181.6426547700954,181.6426547700954,592.1266785471514,0.9955201025723625,34876.6418986359,3,2,1,0
ORD_000032,2022-01-07,1367,Jacket,Cotton-Blend,71,Medium,Spring,SUP_6,Line_A,9,199.14295812520422,88.3310603950531,0.022561086172587227,180.34,3.9053286242941105,5605.513440880552,5633.021709484129,27.508268603577562,0.4907359315734042,yards,Medium,6.400800000220699,35879.77043362537,36055.84535930922,176.07492568385032,176.07492568385032,794.9795435554779,0.025945249098475308,34171.209936786065,1,1,1,1
ORD_000033,2022-01-07,1628,Dress,Silk,59,Simple,Winter,SUP_1,Line_B,1,167.09306263798462,78.86110566262009,2.30002086968236,149.86,3.502831864300013,5987.740788834443,6624.203483537901,636.4626947034576,10.629429648830033,yards,Large,22.86000000078821,136879.75443747497,151429.29163889767,14549.537201422709,14549.537201422709,78.86110566262009,2.30002086968236,130361.6708928333,0,4,2,3
ORD_000034,2022-01-07,3302,Jacket,Denim,55,Medium,Summer,SUP_8,Line_C,13,209.53768618139634,84.6707456801977,3.8414024348191167,139.7,5.041424224088761,17479.121927338143,16218.409697967338,-1260.7122293708053,-7.212674839226299,yards,XLarge,8.68680000029952,151837.63636363632,140886.0813691604,0.0,10951.55499447592,1100.71969384257,4.417612800041984,144607.2727272727,1,2,1,2
ORD_000035,2022-01-07,3656,Pants,Cotton,71,Complex,Fall,SUP_2,Line_B,19,185.17602619027,86.92329488742317,0.9713376580443207,180.34,3.2746544365199073,12570.74345091262,12416.030087518431,-154.7133633941885,-1.230741554772216,yards,XLarge,7.772400000267992,97704.8464012421,96502.35225555566,0.0,1202.4941456864526,1651.5426028610402,1.311305838359833,93052.23466784963,2,0,0,0
ORD_000036,2022-01-08,3990,T-Shirt,Denim,55,Medium,Winter,SUP_5,Line_B,1,133.49323254826868,88.7211194472423,1.4880475975091418,139.7,1.7284883054018612,7241.5017554810975,6909.715771076211,-331.7859844048862,-4.5817289784367885,yards,XLarge,8.68680000029952,62905.47745168217,60023.31896225443,0.0,2882.158489427742,88.7211194472423,1.711254737135513,59909.97852541159,4,2,1,3
ORD_000037,2022-01-08,746,Pants,Cotton-Blend,59,Simple,Spring,SUP_8,Line_A,20,189.38051418065186,90.05125710248517,0.1362094188520358,149.86,2.9190265535833437,2286.4734994218334,2235.3423078401443,-51.13119158168911,-2.2362468488971485,yards,Medium,6.400800000220699,14635.259575603894,14307.979044516534,0.0,327.28053108736026,1801.0251420497034,0.1362094188520358,13938.342452956089,2,1,2,1
ORD_000038,2022-01-08,2988,Dress,Polyester,59,Complex,Fall,SUP_5,Line_C,19,168.51134145434736,84.08269987987465,0.9729081052892401,149.86,4.728823016805018,14836.209332924065,14064.842015820464,-771.3673171036007,-5.199221039513144,yards,Large,5.669280000195477,84110.62484985989,79737.5275462,0.0,4373.097303659886,1597.5712977176183,1.3134259421404741,80105.35699986655,0,3,0,0
ORD_000039,2022-01-08,2535,Pants,Polyester,59,Complex,Winter,SUP_3,Line_C,18,212.791049945475,77.9931040617731,0.2989973162312092,149.86,3.9406858473375146,10489.120554150628,10380.930987059852,-108.18956709077611,-1.0314455490547743,yards,Large,5.669280000195477,59465.76137728545,58852.40442834791,0.0,613.3569489375437,1403.8758731119158,0.4036463769121324,56634.058454557584,2,3,0,3
ORD_000040,2022-01-08,700,Jacket,Denim,59,Medium,Summer,SUP_6,Line_C,5,201.8229983435709,87.03035940568756,0.13377982340474937,149.86,4.699632751269184,3454.23007218285,3412.271282226768,-41.958789956082,-1.214707447948502,yards,Medium,8.68680000029952,30006.205792072593,29641.718175469534,0.0,364.48761660306064,435.15179702843784,0.15384679691546177,28577.33884959295,1,2,1,2
ORD_000041,2022-01-09,2463,Pants,Polyester,63,Complex,Fall,SUP_1,Line_A,3,214.31383460017074,84.40471567968206,0.37756431722369954,160.02,3.690483571316085,9544.144087959094,9441.805996519994,-102.33809143910003,-1.0722605452720473,yards,Large,5.669280000195477,54108.42519685039,53528.24190179653,0.0,580.1832950538658,253.21414703904617,0.5097118282519945,51531.833520809894,2,3,0,0
ORD_000042,2022-01-09,2161,Dress,Denim,71,Medium,Fall,SUP_1,Line_B,2,169.64226457663668,91.02386432967738,4.093467731920895,180.34,3.3474245351092375,7595.473641389616,7446.628830834975,-148.8448105546413,-1.9596514658881716,yards,Large,8.68680000029952,65980.36043029831,64687.37532992768,0.0,1292.98510037064,182.04772865935476,4.707487891709029,62838.438505046004,0,2,1,0
ORD_000043,2022-01-09,341,Dress,Cotton-Blend,63,Medium,Summer,SUP_8,Line_D,10,152.51775120738972,86.00025213638718,8.057608460635876,160.02,3.7724943173453314,1350.741590325496,1441.2713699101282,90.52977958463225,6.7022278897044085,yards,Small,6.400800000220699,8645.826771653543,9225.289784838837,579.463013185294,579.463013185294,860.0025213638718,9.266249729731257,8234.120734908136,0,1,1,2
ORD_000044,2022-01-09,2141,Dress,Polyester,59,Simple,Spring,SUP_7,Line_D,6,179.56251800134734,91.07487703990884,4.22747198690298,149.86,3.502831864300013,7874.541172539644,7876.254505471296,1.7133329316520758,0.02175787635255329,yards,Large,5.669280000195477,44642.97878019485,44652.69214431794,9.713364123091397,9.713364123091397,546.449262239453,4.22747198690298,42517.122647804616,0,3,2,1
ORD_000045,2022-01-09,2924,Jacket,Cotton,71,Complex,Spring,SUP_10,Line_D,19,201.9923474796377,82.37229087920952,6.9912670183808565,180.34,4.58451621112787,14075.381671404784,14169.736862543383,94.35519113859846,0.6703561817459505,yards,Large,7.772400000267992,109399.49650659863,110132.86279422957,733.366287630929,733.366287630929,1565.0735267049808,9.438210474814158,104189.99667295109,1,0,0,1
ORD_000046,2022-01-10,2712,Dress,Denim,71,Medium,Fall,SUP_10,Line_C,17,151.24300361596326,91.07314270335729,2.6246518941570476,180.34,3.3474245351092375,9532.126106177064,8886.414324162703,-645.7117820143612,-6.774058324678724,yards,Large,8.68680000029952,82803.67306199398,77194.50395379822,0.0,5609.169108195757,1548.243425957074,3.0183496782806043,78860.64101142285,0,2,1,0
ORD_000047,2022-01-10,1463,T-Shirt,Polyester,55,Medium,Fall,SUP_3,Line_D,19,189.26258955007597,85.78381281855316,0.34800570627002186,139.7,1.7284883054018612,2655.2173103430687,2625.71873196633,-29.498578376738806,-1.1109666339485949,yards,Medium,5.669280000195477,15053.170393700786,14885.934693275341,0.0,167.23570042544407,1629.89244355251,0.4002065622105251,14336.352755905513,4,3,1,0
ORD_000048,2022-01-10,1578,Dress,Cotton-Blend,59,Medium,Fall,SUP_8,Line_B,13,191.28021548434643,87.0884665567076,1.6564244255736962,149.86,4.0282566439450145,6674.418433352495,6265.553776663218,-408.8646566892776,-6.125846929916092,yards,Large,6.400800000220699,42721.61750967569,40104.55661504873,0.0,2617.060894626964,1132.1500652371988,1.9048880894097504,40687.2547711197,0,1,1,0
ORD_000049,2022-01-10,2656,Pants,Cotton-Blend,63,Complex,Winter,SUP_8,Line_D,17,221.2607789436442,76.41600586435072,2.630524460604548,160.02,3.690483571316085,10292.020583686299,10954.669895720086,662.6493120337873,6.4384763579285975,yards,Large,6.400800000220699,65877.1653543307,70118.65107094281,4241.485716612112,4241.485716612112,1299.0720996939622,3.5512080218161404,62740.15748031495,2,1,0,3
ORD_000050,2022-01-10,875,Pants,Cotton,55,Complex,Fall,SUP_1,Line_C,18,148.73149663144576,90.55182783991258,1.4408838074209447,139.7,4.227281181689335,3883.814585677077,3861.719979299038,-22.09460637803886,-0.5688893197816508,yards,Medium,7.772400000267992,30186.560486757346,30014.832368138756,0.0,171.72811861859043,1629.9329011184263,1.9451931400182754,28749.105225483185,2,0,0,0
ORD_000051,2022-01-11,4114,Pants,Cotton-Blend,71,Complex,Spring,SUP_10,Line_C,11,194.77381621625693,84.08119120232544,1.6178669754722577,180.34,3.2746544365199073,14145.524769435042,13842.094576123625,-303.4301933114166,-2.145061411698587,yards,XLarge,6.400800000220699,90542.67494732172,88600.47896590704,0.0,1942.1959814146821,924.8931032255798,2.184120416887548,86231.11899744927,2,1,0,1
ORD_000052,2022-01-11,134,Jacket,Cotton-Blend,63,Medium,Summer,SUP_7,Line_D,20,165.2424307909673,87.47549996168885,1.7646971546157075,160.02,4.4012433702362195,619.2549421922361,624.5241302037931,5.269188011557048,0.850891555730423,yards,Small,6.400800000220699,3963.7270341207336,3997.454052746271,33.72701862553726,33.72701862553726,1749.509999233777,2.0294017278080636,3774.978127734032,1,1,1,2
ORD_000053,2022-01-11,3252,Pants,Polyester,59,Complex,Summer,SUP_2,Line_C,20,157.34463301234425,83.3584677603586,1.2578915801619968,149.86,3.9406858473375146,13455.865894318677,12808.40616358634,-647.4597307323365,-4.8117284745361975,yards,XLarge,5.669280000195477,76285.0713999733,72614.44089760052,0.0,3670.6305023727846,1667.169355207172,1.6981536332186957,72652.44895235552,2,3,0,2
ORD_000054,2022-01-11,2055,Jacket,Denim,63,Medium,Summer,SUP_2,Line_D,13,238.27263562822472,90.76145691356886,0.686638957148056,160.02,4.4012433702362195,9496.782882127203,8717.435067579952,-779.3478145472509,-8.20644026740857,yards,Large,8.68680000029952,82496.65354330707,75726.61494766458,0.0,6770.03859564249,1179.8989398763952,0.7896348007202644,78568.24146981626,1,2,1,2
ORD_000055,2022-01-11,1685,Jacket,Silk,63,Complex,Fall,SUP_2,Line_C,11,193.35966280818056,86.13391689796143,2.0268434000413817,160.02,5.166676999842519,9141.143281971377,9132.92652305236,-8.216758919017593,-0.08988765043452605,yards,Large,22.86000000078821,208966.53543307085,208778.70032417562,0.0,187.83510889521872,947.4730858775757,2.7362385900558657,199015.748031496,1,4,0,0
ORD_000056,2022-01-12,4043,Dress,Cotton-Blend,63,Complex,Fall,SUP_5,Line_A,20,226.10801600409374,85.73556858162797,0.10998635767219875,160.02,4.428580285579302,18799.987599326974,17999.056278169715,-800.9313211572589,-4.260275795000693,yards,XLarge,6.400800000220699,120334.96062992125,115208.35942928109,0.0,5126.601200640148,1714.7113716325593,0.14848158285746832,114604.72440944878,0,1,0,0
ORD_000057,2022-01-12,3173,T-Shirt,Cotton-Blend,55,Medium,Summer,SUP_7,Line_A,19,157.58849397298476,94.46805885365526,0.3748947347635795,139.7,1.7284883054018612,5758.71806269211,5408.60774942897,-350.1103132631397,-6.079657129445726,yards,XLarge,6.400800000220699,36860.402576950604,34619.41648373863,0.0,2240.9860932119736,1794.8931182194501,0.4311289449781164,35105.14531138153,4,1,1,2
ORD_000058,2022-01-12,1121,Dress,Silk,71,Complex,Winter,SUP_4,Line_B,10,230.2976552258571,72.54041720530182,5.187520865931746,180.34,3.929585323823888,4625.318405406908,5177.494085339682,552.1756799327741,11.93811174788078,yards,Medium,22.86000000078821,105734.77875124765,118357.5147949461,12622.736043698447,12622.736043698447,725.4041720530182,7.003153169007858,100699.7892869025,0,4,0,3
ORD_000059,2022-01-12,3561,Dress,Cotton-Blend,63,Medium,Winter,SUP_4,Line_A,3,167.7716681206838,82.9509519422081,1.342052338485402,160.02,3.7724943173453314,14105.544877270058,14381.342850192117,275.79797292205876,1.9552450849770777,yards,XLarge,6.400800000220699,90286.77165354327,92052.09931868366,1765.3276651403821,1765.3276651403821,248.8528558266243,1.543360189258212,85987.40157480314,0,1,1,3
ORD_000060,2022-01-12,2713,Jacket,Polyester,71,Complex,Winter,SUP_9,Line_D,6,203.85059546713663,84.2193304267768,3.4483939277077997,180.34,4.58451621112787,13059.682104829406,13400.056028076999,340.37392324759276,2.6062956243148077,yards,Large,5.669280000195477,74038.99456582012,75968.66964147578,1929.675075655648,1929.675075655648,505.3159825606608,4.65533180240553,70513.32815792393,1,3,0,3
ORD_000061,2022-01-13,3943,Jacket,Polyester,55,Complex,Winter,SUP_10,Line_C,7,151.64518933941392,80.85960170187485,2.5932048989878997,139.7,5.918193654365068,24502.209458119538,24704.67311222659,202.4636541070504,0.8263077436061914,yards,XLarge,5.669280000195477,138909.88604151754,140057.70918651315,1147.8231449955956,1147.8231449955956,566.0172119131239,3.5008266136336648,132295.12956335006,1,3,0,3
ORD_000062,2022-01-13,1600,Pants,Silk,59,Complex,Spring,SUP_9,Line_B,20,147.81275630161656,86.65984089534327,0.7734115025534953,149.86,3.9406858473375146,6620.352223527024,6321.903856740244,-298.44836678677984,-4.508043631367094,yards,Large,22.86000000078821,151341.25183504602,144518.72217006498,0.0,6822.529664981028,1733.1968179068654,1.0441055284472187,144134.5255571867,2,4,0,1
ORD_000063,2022-01-13,4898,Pants,Cotton-Blend,59,Complex,Summer,SUP_7,Line_D,5,179.20255749761148,78.30687888017953,3.2557034523735098,149.86,3.9406858473375146,20266.553244272105,19409.312594338477,-857.2406499336284,-4.2298295107280195,yards,XLarge,6.400800000220699,129722.15401040971,124235.12805812534,0.0,5487.025952284362,391.5343944008976,4.395199660704239,123544.90858134258,2,1,0,2
ORD_000064,2022-01-13,261,Dress,Cotton-Blend,63,Simple,Spring,SUP_10,Line_D,9,226.4691812848078,78.50988876486994,0.19152993452620978,160.02,3.280429841169853,899.0017979725984,937.2686994748625,38.26690150226409,4.256598995526199,yards,Small,6.400800000220699,5754.330708661417,5999.269491805554,244.93878314413746,244.93878314413746,706.5889988838295,0.19152993452620978,5480.314960629919,0,1,2,1
ORD_000065,2022-01-13,4397,Shirt,Denim,55,Medium,Fall,SUP_4,Line_B,10,217.9143933909315,87.18418838700164,4.158535183164688,139.7,2.592732458102792,11970.256849191877,11424.186223014865,-546.070626177012,-4.561895647325877,yards,XLarge,8.68680000029952,103983.22720114533,99239.6208855073,0.0,4743.606315638027,871.8418838700164,4.782315460639391,99031.64495347174,3,2,1,0
ORD_000066,2022-01-14,2081,Shirt,Cotton-Blend,59,Simple,Winter,SUP_8,Line_B,14,184.2395436812422,80.42755707448929,2.282371640784062,149.86,2.1016991185800076,4592.317659053247,4771.876756597233,179.55909754398635,3.9099886130482595,yards,Large,6.400800000220699,29394.506873081544,30543.82874468072,1149.3218715991763,1149.3218715991763,1125.98579904285,2.282371640784062,27994.768450553845,3,1,2,3
